ValidAphiaID,valid_name,valid_authority,kingdom,phylum,CLASS,order,family,genus,rank,FRS_Common Name,LmaxFB,Lmin,LWRa,LWRb,LWRSource
125829,Myctophum,"Rafinesque, 1810",Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Myctophum,Genus,NA,11,0,0.00804,3,Mean_Species
126627,Myctophum punctatum,"Rafinesque, 1810",Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Myctophum,Species,Spotted lanternfish,11,1.51,0.00804,3,FishBase
105860,Myliobatis aquila,"(Linnaeus, 1758)",Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Species,Common eagle ray,183,41.7,0.04997,2.4589,FishBase/MS-S
254529,Myoxocephalus quadricornis,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Myoxocephalus,Species,Four-horn sculpin,60,1.68,0.0229,2.952,FishBase
127202,Myoxocephalus scorpioides,"(Fabricius, 1780)",Animalia,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Myoxocephalus,Species,Arctic sculpin,22,1.47,0.00661,3.17,FB_Baysian_(Sub)family-body shape
127203,Myoxocephalus scorpius,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Myoxocephalus,Species,Bullrout,60,2,0.0141,3.05,FishBase
101170,Myxine glutinosa,"Linnaeus, 1758",Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Myxine,Species,Hagfish,80,2.5,0.0003,3.4,MS-S
125893,Nansenia,"Jordan & Evermann, 1896",Animalia,Chordata,Actinopteri,Osmeriformes,Microstomatidae,Nansenia,Genus,NA,11.2,0,0.00389,3.12,Mean_Species
126729,Nansenia tenera,"Kawaguchi & Butler, 1984",Animalia,Chordata,Actinopteri,Osmeriformes,Microstomatidae,Nansenia,Species,Pencil Smelt,11.2,4.2,0.00389,3.12,FB_Baysian_Body shape
126811,Naucrates ductor,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Carangidae,Naucrates,Species,Pilotfish,70,1.12,0.0147,3.04,FishBase
126306,Nemichthys scolopaceus,"Richardson, 1848",Animalia,Chordata,Actinopteri,Anguilliformes,Nemichthyidae,Nemichthys,Species,Slender snipe eel,130,7.93,0.00102,3.06,FB_Baysian_Body shape
398306,Neoraja iberica,"Stehmann, Séret, Costa & Baro, 2008",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Neoraja,Species,Iberian pygmy skate,32.7,6,0.00295,3.21,FB_Baysian_(Sub)family-body shape
127383,Nerophis lumbriciformis,"(Jenyns, 1835)",Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Nerophis,Species,Worm pipefish,15,2.19,0.0002,2.749,Modelled_Genus
127385,Nerophis ophidion,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Nerophis,Species,Straight-nosed pipefish,29,2.53,0.0002,2.749,FishBase
126865,Nesiarchus nasutus,"Johnson, 1862",Animalia,Chordata,Actinopteri,Perciformes,Gempylidae,Nesiarchus,Species,Black gemfish,130,2.26,0.00398,3.11,FB_Baysian_(Sub)family-body shape
126292,Nessorhamphus ingolfianus,"(Schmidt, 1912)",Animalia,Chordata,Actinopteri,Anguilliformes,Derichthyidae,Nessorhamphus,Species,Duckbill oceanic eel,59.8,6.85,0.00102,3.06,FB_Baysian_Body shape
126308,Nettastoma melanurum,"Rafinesque, 1810",Animalia,Chordata,Actinopteri,Anguilliformes,Nettastomatidae,Nettastoma,Species,Blackfin scorcerer,77.3,7.15,0.00081,3.02,FB_Baysian_(Sub)family-body shape
125754,Nezumia,"Jordan, 1904 ",Animalia,Chordata,Actinopteri,Gadiformes,Macrouridae,Nezumia,Genus,na,40,0,0.002170096,3.117667,Mean_Species
126473,Nezumia aequalis,"(Günther, 1878)",Animalia,Chordata,Actinopteri,Gadiformes,Macrouridae,Nezumia,Species,Common Atlantic Grenadier,36,1.75,0.00376,3,FishBase
183289,Nezumia bairdii,"(Goode & Bean, 1877)",Animalia,Chordata,Actinopteri,Gadiformes,Macrouridae,Nezumia,Species,INCORRECT DISTRIBUTION,40,0,0.00302,3.12,FB_Baysian_(Sub)family-body shape
126475,Nezumia sclerorhynchus,"(Valenciennes, 1838)",Animalia,Chordata,Actinopteri,Gadiformes,Macrouridae,Nezumia,Species,Roughtip grenadier,36,2.16,0.0009,3.233,FishBase
125501,Notacanthidae,"Rafinesque, 1810",Animalia,Chordata,Actinopteri,Notacanthiformes,Notacanthidae,0,Family,NA,26,0,0.001106345,3.06,Mean_Species
126642,Notacanthus bonaparte,"Risso, 1840",Animalia,Chordata,Actinopteri,Notacanthiformes,Notacanthidae,Notacanthus,Species,Shortfin spiny eel,26,1.88,0.0012,3.06,FishBase
125831,Notoscopelus,"Günther, 1864",Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Notoscopelus,Genus,NA,10.6,0,0.01161034,3,Mean_Species
158915,Notoscopelus elongatus,"(Costa, 1844)",Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Notoscopelus,Species,Lanternfish,10.6,1.62,0.01348,3,FishBase
272728,Notoscopelus kroyeri,"(Malm, 1861)",Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Notoscopelus,Species,Lancet fish,14.3,1.72,0.01,3,FishBase
126316,Ophichthus rufus,"(Rafinesque, 1810)",Animalia,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Ophichthus,Species,Rufus snake-eel,60,6.86,0.00151,2.91,FB_Baysian_(Sub)family-body shape
126675,Ophidion barbatum,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Ophidiiformes,Ophidiidae,Ophidion,Species,Snake blenny,25,7.38,0.0027,3.183,FishBase
126317,Ophisurus serpens,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Ophisurus,Species,Serpent eel,250,8.69,0.0006,2.99,FishBase
126733,Opisthoproctus soleatus,"Vaillant, 1888",Animalia,Chordata,Actinopteri,Osmeriformes,Opisthoproctidae,Opisthoproctus,Species,Barrel-eye,10.5,4.16,0.01995,3.01,FB_Baysian_Body shape
126736,Osmerus eperlanus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Species,Smelt,45,5,0.0032,3.3,FishBase
105914,Oxynotus centrina,"(Linnaeus, 1758)",Animalia,Chordata,Elasmobranchii,Squaliformes,Oxynotidae,Oxynotus,Species,Angular roughshark,150,22.8,0.00389,3.12,FB_Baysian_Body shape
105915,Oxynotus paradoxus,"Frade, 1929",Animalia,Chordata,Elasmobranchii,Squaliformes,Oxynotidae,Oxynotus,Species,Sailfin roughshark,120,25,0.00389,3.12,FB_Baysian_Body shape
126079,Pagellus,"Valenciennes, 1830",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Pagellus,Genus,NA,70,0,0.01388863,3.055,Mean_Species
127057,Pagellus acarne,"(Risso, 1827)",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Pagellus,Species,Spanish sea bream,36,1.89,0.0105,3.15,FishBase
127058,Pagellus bellottii,"Steindachner, 1882",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Pagellus,Species,Red pandora,42,1.91,0.0158,3.03,FishBase
127059,Pagellus bogaraveo,"(Brünnich, 1768)",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Pagellus,Species,Red sea bream,70,2.06,0.0126,3.07,FishBase
127060,Pagellus erythrinus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Pagellus,Species,Pandora,60,2.01,0.0178,2.97,FishBase
127061,Pagrus auriga,"Valenciennes, 1843",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Pagrus,Species,Redbanded seabream,80,2.09,0.022897161,2.94,Modelled_Genus
127062,Pagrus caeruleostictus,"(Valenciennes, 1830)",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Pagrus,Species,Bluespotted seabream,90,1.96,0.0257,2.9,FishBase
127063,Pagrus pagrus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Pagrus,Species,Common seabream,91,2.17,0.0204,2.98,FishBase
126770,Parablennius gattorugine,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Blenniidae,Parablennius,Species,Tompot blenny,30,2,0.0093,3.12,FishBase
126361,Paralepis coregonoides,"Risso, 1820",Animalia,Chordata,Actinopteri,Aulopiformes,Paralepididae,Paralepis,Species,Sharpchin barracudina,50,2.2,0.00324,3.08,FB_Baysian_(Sub)family-body shape
127228,Paraliparis membranaceus,"Günther, 1887",Animalia,Chordata,Actinopteri,Scorpaeniformes,Liparidae,Paraliparis,Species,Snailfish Questionalble DISTRIBUTION,6,0,0.01,3.04,FB_Baysian_body shape
126945,Parapristipoma octolineatum,"(Valenciennes, 1833)",Animalia,Chordata,Actinopteri,Perciformes,Haemulidae,Parapristipoma,Species,African striped grunt,50,1.93,0.0089,3.1,FishBase
275832,Parasudis fraserbrunneri,"(Poll, 1953)",Animalia,Chordata,Actinopteri,Aulopiformes,Chlorophthalmidae,Parasudis,Species,Greeneye,25.3,1.87,0.00389,3.15,FB_Baysian_(Sub)family-body shape
126131,Pegusa,"Günther, 1862",Animalia,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Pegusa,Genus,NA,40,0,0.0072,3.14,Mean_Species
127156,Pegusa lascaris,"(Risso, 1810)",Animalia,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Pegusa,Species,Sand sole,40,1.1,0.0072,3.14,FishBase
127233,Peristedion cataphractum,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Scorpaeniformes,Peristediidae,Peristedion,Species,African armoured searobin,40,1.88,0.0056,2.95,FishBase
101169,Petromyzon,"Linnaeus, 1758",Animalia,Chordata,Petromyzonti,Petromyzontiformes,Petromyzontidae,Petromyzon,Genus,NA,120,0,0.0003,3.4,Mean_Species
101174,Petromyzon marinus,"Linnaeus, 1758",Animalia,Chordata,Petromyzonti,Petromyzontiformes,Petromyzontidae,Petromyzon,Species,Sea lamprey,120,1.35,0.0003,3.4,MS-S
101163,Petromyzontidae,"Bonaparte, 1831",Animalia,Chordata,Petromyzonti,Petromyzontiformes,Petromyzontidae,0,Family,NA,120,0,0.000577061,3.2705,Mean_Species
125550,Pholidae,"Gill, 1893",Animalia,Chordata,Actinopteri,Perciformes,Pholidae,0,Family,NA,25,0,0.0043,3.018,Mean_Species
126996,Pholis gunnellus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Species,Butterfish,25,3.5,0.0043,3.018,FishBase
127372,Photostomias guernei,"Collett, 1889",Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Photostomias,Species,Barbeled dragonfish,16,1.88,0.00389,3.12,FB_Baysian_Body shape
127147,Phrynorhombus norvegicus,"(Günther, 1862)",Animalia,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Phrynorhombus,Species,Norwegian topknot,12,1.1,0.0161,2.905,FishBase
125475,Phycidae,"Swainson, 1838",Animalia,Chordata,Actinopteri,Gadiformes,Phycidae,0,Family,NA,110,0,0.006791411,3.113333333,Mean_Species
126501,Phycis blennoides,"(Brünnich, 1768)",Animalia,Chordata,Actinopteri,Gadiformes,Phycidae,Phycis,Species,Greater forkbeard,110,2.46,0.0037,3.2,FishBase
126502,Phycis phycis,"(Linnaeus, 1766)",Animalia,Chordata,Actinopteri,Gadiformes,Phycidae,Phycis,Species,Forkbeard,65,2.54,0.0068,3.14,FishBase
126498,Physiculus dalwigki,"Kaup, 1858",Animalia,Chordata,Actinopteri,Gadiformes,Moridae,Physiculus,Species,Black codling,30,2.12,0.0071,2.59,FishBase
127141,Platichthys flesus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,Species,Flounder,60,1,0.0093,3.05,FishBase
126946,Plectorhinchus mediterraneus,"(Guichenot, 1850)",Animalia,Chordata,Actinopteri,Perciformes,Haemulidae,Plectorhinchus,Species,Rubberlip grunt,80,2.12,0.0081,3.17,FishBase
127143,Pleuronectes platessa,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronectes,Species,Plaice,100,1.7,0.0093,3.03,FishBase
126440,Pollachius pollachius,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Species,Pollack,130,2.5,0.0059,3.12,FishBase
126441,Pollachius virens,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Species,Saithe,130,2.5,0.0095,2.99,FishBase
126645,Polyacanthonotus rissoanus,"(De Filippi & Vérany, 1857)",Animalia,Chordata,Actinopteri,Notacanthiformes,Notacanthidae,Polyacanthonotus,Species,Smallmouth spiny eel,9.5,1.48,0.00102,3.06,FB_Baysian_Body shape
127300,Polymetme corythaeola,"(Alcock, 1898)",Animalia,Chordata,Actinopteri,Stomiiformes,Phosichthyidae,Polymetme,Species,Rendezvous fish,26,2.04,0.00337,3.116,FishBase
127301,Polymetme thaeocoryla,"Parin & Borodulina, 1990",Animalia,Chordata,Actinopteri,Stomiiformes,Phosichthyidae,Polymetme,Species,Lightfish,21.6,1.98,0.0038,3.12,FB_Baysian_(Sub)family-body shape
126998,Polyprion americanus,"(Bloch & Schneider, 1801)",Animalia,Chordata,Actinopteri,Perciformes,Polyprionidae,Polyprion,Species,Wreckfish,210,2.43,0.0195,2.96,FishBase
126947,Pomadasys incisus,"(Bowdich, 1825)",Animalia,Chordata,Actinopteri,Perciformes,Haemulidae,Pomadasys,Species,Bastard grunt,50,1.87,0.0269,2.78,FishBase
151482,Pomatomus saltatrix,"(Linnaeus, 1766)",Animalia,Chordata,Actinopteri,Perciformes,Pomatomidae,Pomatomus,Species,Bluefish,130,2.3,0.0145,2.9,FishBase
125999,Pomatoschistus,"Gill, 1863",Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,Pomatoschistus,Genus,NA,11,0,0.007515513,3.14,Mean_Species
126925,Pomatoschistus lozanoi,"(de Buen, 1923)",Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,Pomatoschistus,Species,Lozano's goby,8,1.75,0.01,3.04,FishBase
126927,Pomatoschistus microps,"(Krøyer, 1838)",Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,Pomatoschistus,Species,Common goby,9,1.5,0.0075,3.18,FishBase
126928,Pomatoschistus minutus,"(Pallas, 1770)",Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,Pomatoschistus,Species,Sand goby,11,1.8,0.0052,3.22,FishBase
126929,Pomatoschistus norvegicus,"(Collett, 1902)",Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,Pomatoschistus,Species,Norway goby,8,1.8,0.00891,3.07,FB_Baysian_(Sub)family-body shape
126930,Pomatoschistus pictus,"(Malm, 1865)",Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,Pomatoschistus,Species,Painted goby,6,1.8,0.0069,3.19,FishBase
127240,Pontinus kuhlii,"(Bowdich, 1825)",Animalia,Chordata,Actinopteri,Scorpaeniformes,Scorpaenidae,Pontinus,Species,Offshore rockfish,52,1.99,0.0132,3.03,FishBase
127272,Poromitra capito,"Goode & Bean, 1883",Animalia,Chordata,Actinopteri,Stephanoberyciformes,Melamphaidae,Poromitra,Species,Ridgehead,10,1.5,0.01023,3.04,FB_Baysian_(Sub)family-body shape
158917,Protomyctophum arcticum,"(Lütken, 1892)",Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Protomyctophum,Species,Artic telescope,6,1.32,0.01023,3.11,FB_Baysian_(Sub)family-body shape
158540,Pteroplatytrygon violacea,"(Bonaparte, 1832)",Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Pteroplatytrygon,Species,Pelagic stingray,163,22.5,0.00498,2.97,FishBase/WD-TL
126785,Pterycombus brama,"Fries, 1837",Animalia,Chordata,Actinopteri,Perciformes,Bramidae,Pterycombus,Species,Atlantic fanfish,46,1.91,0.01995,2.96,FB_Baysian_(Sub)family-body shape
105766,Raja,"Linnaeus, 1758",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,Genus,NA,120,0,0.002905104,3.197143,Mean_Species
105881,Raja asterias,"Delaroche, 1809",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,Species,Mediterranean starry ray,70,8,0.0025,3.26,FishBase
367297,Raja brachyura,"Lafont, 1871",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,Species,Blond ray,120,15.38,0.0032,3.2,FishBase
105883,Raja clavata,"Linnaeus, 1758",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,Species,Thornback ray,105,12,0.0022,3.21,FishBase
105885,Raja microocellata,"Montagu, 1818",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,Species,Small eyed ray,86,10,0.0049,3.12,FishBase
105886,Raja miraletus,"Linnaeus, 1758",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,Species,Brown ray,63,10,0.0018,3.21,FishBase
105887,Raja montagui,"Fowler, 1910",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,Species,Spotted ray,80,11.5,0.0025,3.31,FishBase
105891,Raja undulata,"Lacepède, 1802",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,Species,Undulate ray,100,11.92,0.0045,3.07,FishBase
105892,Rajella bathyphila,"(Holt & Byrne, 1908)",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Rajella,Species,Deepwater ray,90,11.5,0.00295,3.21,FB_Baysian_(Sub)family-body shape
105894,Rajella fyllae,"(Lütken, 1887)",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Rajella,Species,Round ray,60,9,0.00484,3.001,Scottish
105711,Rajidae,"de Blainville, 1816",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,0,Family,NA,200,0,0.003054498,3.1801,Mean_Species
126442,Raniceps raninus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Gadiformes,Gadidae,Raniceps,Species,Tadpole fish,27.5,1.3,0.0062,3.267,FishBase
127406,Ranzania laevis,"(Pennant, 1776)",Animalia,Chordata,Actinopteri,Tetraodontiformes,Molidae,Ranzania,Species,Slender sunfish,100,2.6,0.02239,3.02,FB_Baysian_(Sub)family-body shape
126853,Remora remora,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Echeneidae,Remora,Species,Shark sucker,86.4,2.12,0.007528721,3.03837037,Modelled_Order
105896,Rostroraja alba,"(Lacepède, 1803)",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Rostroraja,Species,White skate,230,18.17,0.005,3.06,FishBase
126867,Ruvettus pretiosus,"Cocco, 1833",Animalia,Chordata,Actinopteri,Perciformes,Gempylidae,Ruvettus,Species,Oilfish,300,2.6,0.0031,3.134,FishBase
126748,Sagamichthys schnakenbecki,"(Krefft, 1953)",Animalia,Chordata,Actinopteri,Osmeriformes,Platytroctidae,Sagamichthys,Species,Schnakenbeck's searsid,27,4.86,0.00389,3.12,FB_Baysian_Body shape
126141,Salmo,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Genus,NA,150,0,0.01095444,3.015,Mean_Species
127186,Salmo salar,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Species,Salmon,150,3.08,0.012,3,FishBase
223866,Salmo trutta trutta,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Subspecies,Sea trout,140,2.24,0.01,3.03,FishBase
151308,Sander lucioperca,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Percidae,Sander,Species,Pike perch,100,2.26,0.0071,3.12,FishBase
127021,Sarda sarda,"(Bloch, 1793)",Animalia,Chordata,Actinopteri,Perciformes,Scombridae,Sarda,Species,Atlantic bonito,91.4,2.33,0.0043,3.14,FishBase
126421,Sardina pilchardus,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardina,Species,Pilchard,27.5,4.5,0.0054,3.14,FishBase
126422,Sardinella aurita,"Valenciennes, 1847",Animalia,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,Species,Round sardinella,30,3.85,0.0072,3.05,FishBase
127064,Sarpa salpa,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Sarpa,Species,Salema,51,2.01,0.0129,3.06,FishBase
126833,Schedophilus medusophagus,"(Cocco, 1839)",Animalia,Chordata,Actinopteri,Perciformes,Centrolophidae,Schedophilus,Species,Cornish blackfish,51,1.94,0.01995,3.01,FB_Baysian_Body shape
126834,Schedophilus ovalis,"(Cuvier, 1833)",Animalia,Chordata,Actinopteri,Perciformes,Centrolophidae,Schedophilus,Species,Imperial blackfish,100,2.17,0.01995,3.01,FB_Baysian_Body shape
151174,Scomber colias,"Gmelin, 1789",Animalia,Chordata,Actinopteri,Perciformes,Scombridae,Scomber,Species,Atlantic chub mackerel,64,2.13,0.0042,3.27,FishBase
